"submission_id","itemname","felicity_rating","sentence","mirativity","valence","noteworthiness","felicity_mean","felicity_sd"
2294,"Item1",6,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is average compared to similar views, but he still finds it very pleasant.<br>He says, <q>What a view!</q>","-","+","-",5.73958333333333,2.08374557324907
2294,"Item13",6,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is average compared to similar creams, but she still feels very positive about it.<br>She says, <q>What a cream!</q>","+","+","-",5.70833333333333,2.0921742237338
2295,"Item8",6,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Contrary to his expectations, the wine is ordinary compared to similar wines, but he still feels very positive about it.<br>He says, <q>What a flavor!</q>","+","+","-",5.70833333333333,2.0921742237338
2295,"Item9",8,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is more interesting than most similar films, but she feels indifferent about it.<br>She says, <q>What a movie!</q>","+","-","+",4.59375,2.05492028274117
2295,"Item11",8,"Luisa goes to the market.<br>She explores the market.<br>Just as she had expected, the market is more lively than most similar markets, and she finds it very pleasant.<br>She says, <q>What a market!</q>","-","+","+",7.53125,2.03109058078866
2295,"Item12",6,"Claire listens to a song.<br>She thinks about the song.<br>Just as she had expected, the song is typical compared to similar songs, but she still finds it very pleasant.<br>She says, <q>What a song!</q>","-","+","-",5.73958333333333,2.08374557324907
2295,"Item2",5,"Tom knits a pair of socks.<br>He touches the socks.<br>Contrary to his expectations, the socks are average compared to similar socks, and he feels neutral about them.<br>He says, <q>What a fabric!</q>","+","-","-",3.36458333333333,1.80128487280121
2295,"Item7",7,"James brews a tea.<br>He sips the tea.<br>Contrary to his expectations, the tea is tastier than most similar teas, and he is very happy about it.<br>He says, <q>What an infusion!</q>","+","+","+",8.15625,1.51711724558193
2295,"Item6",7,"Dean reads a book.<br>He thinks about the story.<br>Just as he had expected, the story is typical compared to similar stories, and he has no strong feelings about it.<br>He says, <q>What a tale!</q>","-","-","-",3.19791666666667,1.87290818987993
2295,"Item1",8,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>Contrary to his expectations, the view is nicer than most similar views, but he still feels neutral about it.<br>He says, <q>What a view!</q>","+","-","+",4.59375,2.05492028274117
2295,"Item13",7,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is more soothing than most similar creams, but she has no strong feelings about it.<br>She says, <q>What a cream!</q>","-","-","+",4.29166666666667,1.9189726783753
2295,"Item16",8,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>To her surprise, the dress is normal compared to similar dresses, but she still feels very positive about it.<br>She says, <q>What a dress!</q>","+","+","-",5.70833333333333,2.0921742237338
2295,"Item4",5,"Jack cooks a meal.<br>He tastes the meal.<br>Just as he had expected, the meal is average compared to similar meals, but he still finds it very pleasant.<br>He says, <q>What a dish!</q>","-","+","-",5.73958333333333,2.08374557324907
2295,"Item3",7,"Sam photographs a scene.<br>He examines the photograph.<br>In line with his expectations, the photograph is more striking than most similar photographs, and he finds it very pleasant.<br>He says, <q>What a shot!</q>","-","+","+",7.53125,2.03109058078866
2295,"Item10",5,"Jennifer prepares a soup.<br>She tastes the soup.<br>To her surprise, the soup is typical compared to similar soups, and she feels indifferent about it.<br>She says, <q>What a broth!</q>","+","-","-",3.36458333333333,1.80128487280121
2295,"Item15",8,"Mailey plays a board game.<br>She makes a move.<br>To her surprise, the game is more entertaining than most similar games, and she feels very positive about it.<br>She says, <q>What a game!</q>","+","+","+",8.15625,1.51711724558193
2295,"Item14",4,"Nadia bakes cookies.<br>She tastes the cookies.<br>As she had anticipated, the cookies are normal compared to similar cookies, and she has no strong feelings about them.<br>She says, <q>What a cookie!</q>","-","-","-",3.19791666666667,1.87290818987993
2295,"Item5",8,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is more beautiful than most similar flowers, but he has no strong feelings about it.<br>He says, <q>What a bloom!</q>","-","-","+",4.29166666666667,1.9189726783753
2296,"Item15",3,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is more entertaining than most similar games, and she feels very positive about it.<br>She says, <q>What a game!</q>","-","+","+",7.53125,2.03109058078866
2296,"Item3",9,"Sam photographs a scene.<br>He examines the photograph.<br>To his surprise, the photograph is more striking than most similar photographs, and he finds it very pleasant.<br>He says, <q>What a shot!</q>","+","+","+",8.15625,1.51711724558193
2296,"Item8",6,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is ordinary compared to similar wines, but he still feels very positive about it.<br>He says, <q>What a flavor!</q>","-","+","-",5.73958333333333,2.08374557324907
2296,"Item4",4,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is average compared to similar meals, but he still finds it very pleasant.<br>He says, <q>What a dish!</q>","+","+","-",5.70833333333333,2.0921742237338
2296,"Item6",3,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is typical compared to similar stories, and he has no strong feelings about it.<br>He says, <q>What a tale!</q>","+","-","-",3.36458333333333,1.80128487280121
2296,"Item7",9,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is tastier than most similar teas, and he is very happy about it.<br>He says, <q>What an infusion!</q>","-","+","+",7.53125,2.03109058078866
2296,"Item13",4,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is more soothing than most similar creams, but she has no strong feelings about it.<br>She says, <q>What a cream!</q>","+","-","+",4.59375,2.05492028274117
2296,"Item11",10,"Luisa goes to the market.<br>She explores the market.<br>Contrary to her expectations, the market is more lively than most similar markets, and she finds it very pleasant.<br>She says, <q>What a market!</q>","+","+","+",8.15625,1.51711724558193
2296,"Item9",4,"Lara watches a film.<br>She thinks about the film.<br>Unsurprisingly for her, the film is more interesting than most similar films, but she feels indifferent about it.<br>She says, <q>What a movie!</q>","-","-","+",4.29166666666667,1.9189726783753
2296,"Item16",6,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is normal compared to similar dresses, but she still feels very positive about it.<br>She says, <q>What a dress!</q>","-","+","-",5.73958333333333,2.08374557324907
2296,"Item1",3,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is nicer than most similar views, but he still feels neutral about it.<br>He says, <q>What a view!</q>","-","-","+",4.29166666666667,1.9189726783753
2296,"Item5",3,"Wesley grows a flower.<br>He smells the flower.<br>To his surprise, the flower is more beautiful than most similar flowers, but he has no strong feelings about it.<br>He says, <q>What a bloom!</q>","+","-","+",4.59375,2.05492028274117
2296,"Item12",7,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is typical compared to similar songs, but she still finds it very pleasant.<br>She says, <q>What a song!</q>","+","+","-",5.70833333333333,2.0921742237338
2296,"Item2",3,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are average compared to similar socks, and he feels neutral about them.<br>He says, <q>What a fabric!</q>","-","-","-",3.19791666666667,1.87290818987993
2296,"Item14",1,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are normal compared to similar cookies, and she has no strong feelings about them.<br>She says, <q>What a cookie!</q>","+","-","-",3.36458333333333,1.80128487280121
2296,"Item10",1,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is typical compared to similar soups, and she feels indifferent about it.<br>She says, <q>What a broth!</q>","-","-","-",3.19791666666667,1.87290818987993
2297,"Item12",7,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is more beautiful than most similar songs, but she feels indifferent about it.<br>She says, <q>What a song!</q>","+","-","+",4.59375,2.05492028274117
2297,"Item15",8,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is normal compared to similar games, but she still feels very positive about it.<br>She says, <q>What a game!</q>","-","+","-",5.73958333333333,2.08374557324907
2297,"Item1",6,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is average compared to similar views, and he feels neutral about it.<br>He says, <q>What a view!</q>","-","-","-",3.19791666666667,1.87290818987993
2297,"Item6",8,"Dean reads a book.<br>He thinks about the story.<br>Just as he had expected, the story is more captivating than most similar stories, and he feels very positive about it.<br>He says, <q>What a tale!</q>","-","+","+",7.53125,2.03109058078866
2297,"Item9",5,"Lara watches a film.<br>She thinks about the film.<br>Unsurprisingly for her, the film is typical compared to similar films, and she feels indifferent about it.<br>She says, <q>What a movie!</q>","-","-","-",3.19791666666667,1.87290818987993
2297,"Item10",8,"Jennifer prepares a soup.<br>She tastes the soup.<br>To her surprise, the soup is more hearty than most similar soups, and she is very happy about it.<br>She says, <q>What a broth!</q>","+","+","+",8.15625,1.51711724558193
2297,"Item8",9,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is more exquisite than most similar wines, but he feels indifferent about it.<br>He says, <q>What a flavor!</q>","-","-","+",4.29166666666667,1.9189726783753
2297,"Item13",3,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is average compared to similar creams, and she has no strong feelings about it.<br>She says, <q>What a cream!</q>","+","-","-",3.36458333333333,1.80128487280121
2297,"Item5",5,"Wesley grows a flower.<br>He smells the flower.<br>To his surprise, the flower is typical compared to similar flowers, and he has no strong feelings about it.<br>He says, <q>What a bloom!</q>","+","-","-",3.36458333333333,1.80128487280121
2297,"Item14",10,"Nadia bakes cookies.<br>She tastes the cookies.<br>As she had anticipated, the cookies are more delicious than most similar cookies, and she is very happy about them.<br>She says, <q>What a cookie!</q>","-","+","+",7.53125,2.03109058078866
2297,"Item16",5,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is more elegant than most similar dresses, but she is neutral about it.<br>She says, <q>What a dress!</q>","-","-","+",4.29166666666667,1.9189726783753
2297,"Item3",9,"Sam photographs a scene.<br>He examines the photograph.<br>To his surprise, the photograph is average compared to similar photographs, but he still finds it very pleasant.<br>He says, <q>What a shot!</q>","+","+","-",5.70833333333333,2.0921742237338
2297,"Item11",8,"Luisa goes to the market.<br>She explores the market.<br>Contrary to her expectations, the market is typical compared to similar markets, but she still finds it very pleasant.<br>She says, <q>What a market!</q>","+","+","-",5.70833333333333,2.0921742237338
2297,"Item7",3,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is ordinary compared to similar teas, but he is still very happy about it.<br>He says, <q>What an infusion!</q>","-","+","-",5.73958333333333,2.08374557324907
2297,"Item4",6,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is more flavorful than most similar meals, but he still feels indifferent about it.<br>He says, <q>What a dish!</q>","+","-","+",4.59375,2.05492028274117
2298,"Item12",4,"Claire listens to a song.<br>She thinks about the song.<br>Just as she had expected, the song is more beautiful than most similar songs, but she feels indifferent about it.<br>She says, <q>What a song!</q>","-","-","+",4.29166666666667,1.9189726783753
2298,"Item3",1,"Sam photographs a scene.<br>He examines the photograph.<br>In line with his expectations, the photograph is average compared to similar photographs, but he still finds it very pleasant.<br>He says, <q>What a shot!</q>","-","+","-",5.73958333333333,2.08374557324907
2298,"Item14",7,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are more delicious than most similar cookies, and she is very happy about them.<br>She says, <q>What a cookie!</q>","+","+","+",8.15625,1.51711724558193
2298,"Item11",6,"Luisa goes to the market.<br>She explores the market.<br>Just as she had expected, the market is typical compared to similar markets, but she still finds it very pleasant.<br>She says, <q>What a market!</q>","-","+","-",5.73958333333333,2.08374557324907
2298,"Item8",7,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Contrary to his expectations, the wine is more exquisite than most similar wines, but he feels indifferent about it.<br>He says, <q>What a flavor!</q>","+","-","+",4.59375,2.05492028274117
2298,"Item7",3,"James brews a tea.<br>He sips the tea.<br>Contrary to his expectations, the tea is ordinary compared to similar teas, but he is still very happy about it.<br>He says, <q>What an infusion!</q>","+","+","-",5.70833333333333,2.0921742237338
2298,"Item4",7,"Jack cooks a meal.<br>He tastes the meal.<br>Just as he had expected, the meal is more flavorful than most similar meals, but he still feels indifferent about it.<br>He says, <q>What a dish!</q>","-","-","+",4.29166666666667,1.9189726783753
2298,"Item2",4,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are warmer than most similar socks, and he finds them very pleasant.<br>He says, <q>What a fabric!</q>","-","+","+",7.53125,2.03109058078866
2298,"Item1",5,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>Contrary to his expectations, the view is average compared to similar views, and he feels neutral about it.<br>He says, <q>What a view!</q>","+","-","-",3.36458333333333,1.80128487280121
2298,"Item13",1,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is average compared to similar creams, and she has no strong feelings about it.<br>She says, <q>What a cream!</q>","-","-","-",3.19791666666667,1.87290818987993
2298,"Item6",9,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is more captivating than most similar stories, and he feels very positive about it.<br>He says, <q>What a tale!</q>","+","+","+",8.15625,1.51711724558193
2298,"Item16",3,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>To her surprise, the dress is more elegant than most similar dresses, but she is neutral about it.<br>She says, <q>What a dress!</q>","+","-","+",4.59375,2.05492028274117
2298,"Item9",2,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is typical compared to similar films, and she feels indifferent about it.<br>She says, <q>What a movie!</q>","+","-","-",3.36458333333333,1.80128487280121
2298,"Item15",8,"Mailey plays a board game.<br>She makes a move.<br>To her surprise, the game is normal compared to similar games, but she still feels very positive about it.<br>She says, <q>What a game!</q>","+","+","-",5.70833333333333,2.0921742237338
2299,"Item2",3,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are average compared to similar socks, and he feels neutral about them.<br>He says, <q>What a fabric!</q>","-","-","-",3.19791666666667,1.87290818987993
2299,"Item3",10,"Sam photographs a scene.<br>He examines the photograph.<br>To his surprise, the photograph is more striking than most similar photographs, and he finds it very pleasant.<br>He says, <q>What a shot!</q>","+","+","+",8.15625,1.51711724558193
2299,"Item13",5,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is more soothing than most similar creams, but she has no strong feelings about it.<br>She says, <q>What a cream!</q>","+","-","+",4.59375,2.05492028274117
2299,"Item7",7,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is tastier than most similar teas, and he is very happy about it.<br>He says, <q>What an infusion!</q>","-","+","+",7.53125,2.03109058078866
2299,"Item10",2,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is typical compared to similar soups, and she feels indifferent about it.<br>She says, <q>What a broth!</q>","-","-","-",3.19791666666667,1.87290818987993
2299,"Item9",3,"Lara watches a film.<br>She thinks about the film.<br>Unsurprisingly for her, the film is more interesting than most similar films, but she feels indifferent about it.<br>She says, <q>What a movie!</q>","-","-","+",4.29166666666667,1.9189726783753
2299,"Item15",8,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is more entertaining than most similar games, and she feels very positive about it.<br>She says, <q>What a game!</q>","-","+","+",7.53125,2.03109058078866
2299,"Item14",2,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are normal compared to similar cookies, and she has no strong feelings about them.<br>She says, <q>What a cookie!</q>","+","-","-",3.36458333333333,1.80128487280121
2299,"Item8",7,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is ordinary compared to similar wines, but he still feels very positive about it.<br>He says, <q>What a flavor!</q>","-","+","-",5.73958333333333,2.08374557324907
2299,"Item5",6,"Wesley grows a flower.<br>He smells the flower.<br>To his surprise, the flower is more beautiful than most similar flowers, but he has no strong feelings about it.<br>He says, <q>What a bloom!</q>","+","-","+",4.59375,2.05492028274117
2299,"Item1",3,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is nicer than most similar views, but he still feels neutral about it.<br>He says, <q>What a view!</q>","-","-","+",4.29166666666667,1.9189726783753
2299,"Item12",5,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is typical compared to similar songs, but she still finds it very pleasant.<br>She says, <q>What a song!</q>","+","+","-",5.70833333333333,2.0921742237338
2299,"Item4",2,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is average compared to similar meals, but he still finds it very pleasant.<br>He says, <q>What a dish!</q>","+","+","-",5.70833333333333,2.0921742237338
2299,"Item11",8,"Luisa goes to the market.<br>She explores the market.<br>Contrary to her expectations, the market is more lively than most similar markets, and she finds it very pleasant.<br>She says, <q>What a market!</q>","+","+","+",8.15625,1.51711724558193
2299,"Item16",6,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is normal compared to similar dresses, but she still feels very positive about it.<br>She says, <q>What a dress!</q>","-","+","-",5.73958333333333,2.08374557324907
2299,"Item6",2,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is typical compared to similar stories, and he has no strong feelings about it.<br>He says, <q>What a tale!</q>","+","-","-",3.36458333333333,1.80128487280121
2300,"Item11",2,"Luisa goes to the market.<br>She explores the market.<br>Just as she had expected, the market is typical compared to similar markets, and she feels indifferent about it.<br>She says, <q>What a market!</q>","-","-","-",3.19791666666667,1.87290818987993
2300,"Item14",6,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are more delicious than most similar cookies, but she has no strong feelings about them.<br>She says, <q>What a cookie!</q>","+","-","+",4.59375,2.05492028274117
2300,"Item5",8,"Wesley grows a flower.<br>He smells the flower.<br>To his surprise, the flower is typical compared to similar flowers, but he is still very happy about it.<br>He says, <q>What a bloom!</q>","+","+","-",5.70833333333333,2.0921742237338
2300,"Item15",5,"Mailey plays a board game.<br>She makes a move.<br>To her surprise, the game is normal compared to similar games, and she is neutral about it.<br>She says, <q>What a game!</q>","+","-","-",3.36458333333333,1.80128487280121
2300,"Item16",9,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is more elegant than most similar dresses, and she feels very positive about it.<br>She says, <q>What a dress!</q>","-","+","+",7.53125,2.03109058078866
2300,"Item1",9,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is average compared to similar views, but he still finds it very pleasant.<br>He says, <q>What a view!</q>","-","+","-",5.73958333333333,2.08374557324907
2300,"Item9",8,"Lara watches a film.<br>She thinks about the film.<br>Unsurprisingly for her, the film is typical compared to similar films, but she still feels very positive about it.<br>She says, <q>What a movie!</q>","-","+","-",5.73958333333333,2.08374557324907
2300,"Item3",2,"Sam photographs a scene.<br>He examines the photograph.<br>In line with his expectations, the photograph is average compared to similar photographs, and he feels indifferent about it.<br>He says, <q>What a shot!</q>","-","-","-",3.19791666666667,1.87290818987993
2300,"Item6",8,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is more captivating than most similar stories, but he has no strong feelings about it.<br>He says, <q>What a tale!</q>","+","-","+",4.59375,2.05492028274117
2300,"Item10",5,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is more hearty than most similar soups, but she feels indifferent about it.<br>She says, <q>What a broth!</q>","-","-","+",4.29166666666667,1.9189726783753
2300,"Item8",9,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is more exquisite than most similar wines, and he feels very positive about it.<br>He says, <q>What a flavor!</q>","-","+","+",7.53125,2.03109058078866
2300,"Item7",3,"James brews a tea.<br>He sips the tea.<br>Contrary to his expectations, the tea is ordinary compared to similar teas, and he feels indifferent about it.<br>He says, <q>What an infusion!</q>","+","-","-",3.36458333333333,1.80128487280121
2300,"Item12",9,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is more beautiful than most similar songs, and she finds it very pleasant.<br>She says, <q>What a song!</q>","+","+","+",8.15625,1.51711724558193
2300,"Item4",9,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is more flavorful than most similar meals, and he finds it very pleasant.<br>He says, <q>What a dish!</q>","+","+","+",8.15625,1.51711724558193
2300,"Item2",6,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are warmer than most similar socks, but he still feels neutral about them.<br>He says, <q>What a fabric!</q>","-","-","+",4.29166666666667,1.9189726783753
2300,"Item13",6,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is average compared to similar creams, but she still feels very positive about it.<br>She says, <q>What a cream!</q>","+","+","-",5.70833333333333,2.0921742237338
2301,"Item14",4,"Nadia bakes cookies.<br>She tastes the cookies.<br>Other than she had anticipated, the cookies are more delicious than most similar cookies, but she has no strong feelings about them.<br>She says, <q>What a cookie!</q>","+","-","+",4.59375,2.05492028274117
2301,"Item12",8,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is more beautiful than most similar songs, and she finds it very pleasant.<br>She says, <q>What a song!</q>","+","+","+",8.15625,1.51711724558193
2301,"Item6",8,"Dean reads a book.<br>He thinks about the story.<br>Different from what he had exptected, the story is more captivating than most similar stories, but he has no strong feelings about it.<br>He says, <q>What a tale!</q>","+","-","+",4.59375,2.05492028274117
2301,"Item9",6,"Lara watches a film.<br>She thinks about the film.<br>Unsurprisingly for her, the film is typical compared to similar films, but she still feels very positive about it.<br>She says, <q>What a movie!</q>","-","+","-",5.73958333333333,2.08374557324907
2301,"Item1",8,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>In line with his expectations, the view is average compared to similar views, but he still finds it very pleasant.<br>He says, <q>What a view!</q>","-","+","-",5.73958333333333,2.08374557324907
2301,"Item2",7,"Tom knits a pair of socks.<br>He touches the socks.<br>In line with his expectations, the socks are warmer than most similar socks, but he still feels neutral about them.<br>He says, <q>What a fabric!</q>","-","-","+",4.29166666666667,1.9189726783753
2301,"Item10",8,"Jennifer prepares a soup.<br>She tastes the soup.<br>Unsurprisingly for her, the soup is more hearty than most similar soups, but she feels indifferent about it.<br>She says, <q>What a broth!</q>","-","-","+",4.29166666666667,1.9189726783753
2301,"Item16",7,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is more elegant than most similar dresses, and she feels very positive about it.<br>She says, <q>What a dress!</q>","-","+","+",7.53125,2.03109058078866
2301,"Item4",9,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is more flavorful than most similar meals, and he finds it very pleasant.<br>He says, <q>What a dish!</q>","+","+","+",8.15625,1.51711724558193
2301,"Item5",6,"Wesley grows a flower.<br>He smells the flower.<br>To his surprise, the flower is typical compared to similar flowers, but he is still very happy about it.<br>He says, <q>What a bloom!</q>","+","+","-",5.70833333333333,2.0921742237338
2301,"Item11",7,"Luisa goes to the market.<br>She explores the market.<br>Just as she had expected, the market is typical compared to similar markets, and she feels indifferent about it.<br>She says, <q>What a market!</q>","-","-","-",3.19791666666667,1.87290818987993
2301,"Item3",6,"Sam photographs a scene.<br>He examines the photograph.<br>In line with his expectations, the photograph is average compared to similar photographs, and he feels indifferent about it.<br>He says, <q>What a shot!</q>","-","-","-",3.19791666666667,1.87290818987993
2301,"Item13",9,"Alice buys a facial cream.<br>She applies the cream.<br>Other than she had anticipated, the cream is average compared to similar creams, but she still feels very positive about it.<br>She says, <q>What a cream!</q>","+","+","-",5.70833333333333,2.0921742237338
2301,"Item8",9,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is more exquisite than most similar wines, and he feels very positive about it.<br>He says, <q>What a flavor!</q>","-","+","+",7.53125,2.03109058078866
2302,"Item10",3,"Jennifer prepares a soup.<br>She tastes the soup.<br>To her surprise, the soup is typical compared to similar soups, but she is still very happy about it.<br>She says, <q>What a broth!</q>","+","+","-",5.70833333333333,2.0921742237338
2302,"Item8",2,"Edward drinks a wine.<br>He takes a sip of the wine.<br>Unsurprisingly for him, the wine is ordinary compared to similar wines, and he feels indifferent about it.<br>He says, <q>What a flavor!</q>","-","-","-",3.19791666666667,1.87290818987993
2302,"Item4",2,"Jack cooks a meal.<br>He tastes the meal.<br>To his surprise, the meal is average compared to similar meals, and he feels indifferent about it.<br>He says, <q>What a dish!</q>","+","-","-",3.36458333333333,1.80128487280121
2302,"Item12",3,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is typical compared to similar songs, and she feels indifferent about it.<br>She says, <q>What a song!</q>","+","-","-",3.36458333333333,1.80128487280121
2302,"Item16",2,"Zoe wears a dress.<br>She looks at herself in the mirror.<br>As she had anticipated, the dress is normal compared to similar dresses, and she is neutral about it.<br>She says, <q>What a dress!</q>","-","-","-",3.19791666666667,1.87290818987993
2302,"Item5",9,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is more beautiful than most similar flowers, and he is very happy about it.<br>He says, <q>What a bloom!</q>","-","+","+",7.53125,2.03109058078866
2302,"Item3",9,"Sam photographs a scene.<br>He examines the photograph.<br>To his surprise, the photograph is more striking than most similar photographs, but he still feels indifferent about it.<br>He says, <q>What a shot!</q>","+","-","+",4.59375,2.05492028274117
2302,"Item11",4,"Luisa goes to the market.<br>She explores the market.<br>Contrary to her expectations, the market is more lively than most similar markets, but she feels indifferent about it.<br>She says, <q>What a market!</q>","+","-","+",4.59375,2.05492028274117
2302,"Item15",3,"Mailey plays a board game.<br>She makes a move.<br>As she had anticipated, the game is more entertaining than most similar games, but she is neutral about it.<br>She says, <q>What a game!</q>","-","-","+",4.29166666666667,1.9189726783753
2302,"Item1",9,"Peter sits down on a bench in front of the ocean.<br>He looks at the view.<br>Contrary to his expectations, the view is nicer than most similar views, and he finds it very pleasant.<br>He says, <q>What a view!</q>","+","+","+",8.15625,1.51711724558193
2302,"Item13",7,"Alice buys a facial cream.<br>She applies the cream.<br>Just as she had expected, the cream is more soothing than most similar creams, and she feels very positive about it.<br>She says, <q>What a cream!</q>","-","+","+",7.53125,2.03109058078866
2302,"Item7",4,"James brews a tea.<br>He sips the tea.<br>Unsurprisingly for him, the tea is tastier than most similar teas, but he feels indifferent about it.<br>He says, <q>What an infusion!</q>","-","-","+",4.29166666666667,1.9189726783753
2302,"Item14",5,"Nadia bakes cookies.<br>She tastes the cookies.<br>As she had anticipated, the cookies are normal compared to similar cookies, but she is still very happy about them.<br>She says, <q>What a cookie!</q>","-","+","-",5.73958333333333,2.08374557324907
2302,"Item6",6,"Dean reads a book.<br>He thinks about the story.<br>Just as he had expected, the story is typical compared to similar stories, but he still feels very positive about it.<br>He says, <q>What a tale!</q>","-","+","-",5.73958333333333,2.08374557324907
2302,"Item9",7,"Lara watches a film.<br>She thinks about the film.<br>Contrary to her expectations, the film is more interesting than most similar films, and she feels very positive about it.<br>She says, <q>What a movie!</q>","+","+","+",8.15625,1.51711724558193
2302,"Item2",3,"Tom knits a pair of socks.<br>He touches the socks.<br>Contrary to his expectations, the socks are average compared to similar socks, but he still finds them very pleasant.<br>He says, <q>What a fabric!</q>","+","+","-",5.70833333333333,2.0921742237338
2303,"Item5",5,"Wesley grows a flower.<br>He smells the flower.<br>Just as he had expected, the flower is more beautiful than most similar flowers, and he is very happy about it.<br>He says, <q>What a bloom!</q>","-","+","+",7.53125,2.03109058078866
2303,"Item6",3,"Dean reads a book.<br>He thinks about the story.<br>Just as he had expected, the story is typical compared to similar stories, but he still feels very positive about it.<br>He says, <q>What a tale!</q>","-","+","-",5.73958333333333,2.08374557324907
2303,"Item12",2,"Claire listens to a song.<br>She thinks about the song.<br>Contrary to her expectations, the song is typical compared to similar songs, and she feels indifferent about it.<br>She says, <q>What a song!</q>","+","-","-",3.36458333333333,1.80128487280121
